"prefix","species","surv_b0","surv_b1","surv_b2","surv_b3","grow_b0","grow_b1","grow_b2","grow_b3","a","b","fecu_b0","recr_sz","recr_sd","L","U","mat_siz","mod_gr_index","mod_su_index"
"mcgraw","Panax quinquefolius",-5.12901380959503,4.05697870976004,-0.660844212292489,0.0327332903416996,0.944195334085245,0.518026158537323,0.108105869396268,-0.0102513329516307,0.397192329376241,-0.125781763796603,0.0785567096777625,2.32138128905633,0.353872753772643,1.22377543162212,6.67972480609453,200,3,3
