"Plot","TagID","Transplant","Year_t","Height_t","Width_t","Perp_t","NS_t","Goodbuds_t","TotFlowerbuds_t","ABFlowerbuds_t","Antcount_t","Ant_sp_t","Year_t1","Newplant","Survival_t1","Height_t1","Width_t1","Perp_t1","NS_t1","Goodbuds_t1","TotFlowerbuds_t1","ABFlowerbuds_t1","Antcount_t1","Ant_sp_t1","comments"
"T1","AD10","0",2004,89,72,72,10,1,1,0,0,"vacant",2005,"0","1",102,63,36,13,3,3,0,0,"vacant",""
"T1","AD11","0",2004,78,42,42,5,1,1,0,3,"liom",2005,"0","1",93,34,29,3,3,3,0,27,"crem",""
"T1","AD14","0",2004,99,126,126,14,9,9,0,45,"liom",2005,"0","1",100,117,45,12,12,13,1,36,"liom",""
"T1","AD15","0",2004,127,54,54,0,9,9,0,28,"liom",2005,"0","1",105,49,27,3,2,2,0,4,"liom",""
"T1","AD16","0",2004,93,115,115,6,10,10,0,19,"liom",2005,"0","1",68,115,38,11,4,4,0,17,"liom",""
"T1","AD17","0",2004,79,69,69,12,7,11,4,2,"liom",2005,"0","1",95,62,49,11,18,18,0,49,"crem",""
"T1","AD18","0",2004,111,61,61,7,6,6,0,0,"vacant",2005,"0","1",107,53,43,5,11,11,0,18,"crem",""
"T1","AD19","0",2004,94,67,67,3,19,21,2,41,"liom",2005,"0","1",98,61,42,3,11,11,0,41,"liom",""
"T1","AD20","0",2004,120,60,60,5,26,27,1,18,"liom",2005,"0","1",125,81,34,12,2,7,5,8,"liom",""
"T1","AD21","0",2004,110,100,100,9,3,4,1,0,"vacant",2005,"0","1",117,119,56,19,6,6,0,25,"liom",""
"T1","AD22","0",2004,73,35,35,6,3,3,0,27,"liom",2005,"0","1",84,45,34,6,6,6,0,3,"liom",""
"T1","AD23","0",2004,85,82,82,20,14,14,0,8,"liom",2005,"0","1",107,93,72,7,31,31,0,29,"liom",""
"T1","AD27","0",2004,120,44,44,10,3,6,3,0,"vacant",2005,"0","1",132,63,52,7,23,25,2,0,"vacant",""
"T1","AD28","0",2004,90,62,62,8,1,1,0,39,"liom",2005,"0","1",96,70,43,6,5,5,0,23,"crem",""
"T1","AD29","0",2004,150,130,130,10,22,22,0,47,"liom",2005,"0","1",54,141,61,26,26,27,1,8,"camp",""
"T1","AD3","0",2004,90,74,74,8,7,7,0,0,"vacant",2005,"0","1",95,59,50,6,9,13,4,33,"crem",""
"T1","AD4","0",2004,99,94,94,6,17,18,1,0,"vacant",2005,"0","1",103,98,29,15,17,18,1,4,"other",""
"T1","AD6","0",2004,92,58,58,7,8,8,0,26,"liom",2005,"0","1",78,84,54,16,1,1,0,36,"liom",""
"T1","AD8","0",2004,172,124,124,13,20,20,0,7,"liom",2005,"0","1",174,82,79,14,21,21,0,55,"liom",""
"T1","AD9","0",2004,84,88,88,3,12,12,0,0,"vacant",2005,"0","1",87,63,31,8,6,6,0,0,"vacant",""
"T1","LJ11","0",2004,56,25,25,6,0,0,NA,16,"crem",2005,"0","1",58,39,28,4,0,0,NA,18,"crem",""
"T1","LJ12","0",2004,73,66,66,12,0,0,NA,13,"liom",2005,"0","1",76,72,31,9,0,0,NA,23,"crem",""
"T1","LJ13","0",2004,64,28,28,7,0,0,NA,27,"crem",2005,"0","1",73,37,22,5,0,0,NA,0,"vacant",""
"T1","LJ14","0",2004,63,62,62,7,0,0,NA,0,"vacant",2005,"0","1",66,40,29,7,1,1,0,0,"vacant",""
"T1","LJ15","0",2004,43,20,20,4,0,0,NA,1,"liom",2005,"0","1",46,19,21,5,0,0,NA,0,"vacant",""
"T1","LJ16","0",2004,57,67,67,9,0,0,NA,20,"liom",2005,"0","1",70,69,52,11,0,0,NA,41,"liom",""
"T1","LJ17","0",2004,47,29,29,10,0,0,NA,0,"vacant",2005,"0","1",49,34,28,10,0,0,NA,12,"crem",""
"T1","LJ3","0",2004,52,35,35,2,0,0,NA,0,"vacant",2005,"0","1",49,34,24,5,0,0,NA,2,"camp",""
"T1","LJ8","0",2004,45,29,29,6,0,0,NA,0,"vacant",2005,"0","1",48,45,21,5,0,0,NA,1,"liom",""
"T1","LJ9","0",2004,63,48,48,6,0,0,NA,5,"liom",2005,"0","1",77,45,39,4,0,0,NA,26,"crem",""
"T1","SJ11","0",2004,32,15,15,3,0,0,NA,0,"vacant",2005,"0","1",34,26,23,0,0,0,NA,0,"vacant",""
"T1","SJ13","0",2004,22,18,18,2,0,0,NA,0,"vacant",2005,"0","1",33,12,12,3,0,0,NA,0,"vacant",""
"T1","SJ17","0",2004,20,13,13,1,0,0,NA,0,"vacant",2005,"0","1",26,11,10,3,0,0,NA,0,"vacant",""
"T1","SJ2","0",2004,48,32,32,3,0,0,NA,2,"crem",2005,"0","1",51,22,14,2,0,0,NA,8,"crem",""
"T1","SJ20","0",2004,25,22,22,2,0,0,NA,0,"vacant",2005,"0","1",21,19,14,0,0,0,NA,0,"vacant",""
"T1","SJ3","0",2004,38,30,30,6,0,0,NA,3,"crem",2005,"0","1",34,35,27,4,0,0,NA,2,"crem",""
"T1","SJ4","0",2004,46,42,42,3,0,0,NA,15,"crem",2005,"0","1",61,33,24,7,0,0,NA,13,"crem",""
"T1","SJ5","0",2004,23,10,10,2,0,0,NA,0,"vacant",2005,"0","1",30,14,9,3,0,0,NA,6,"crem",""
"T1","SJ7","0",2004,30,23,23,2,0,0,NA,3,"liom",2005,"0","1",33,24,22,3,0,0,NA,0,"vacant",""
"T1","SJ9","0",2004,12,7,7,2,0,0,NA,0,"vacant",2005,"0","1",9,5,4,2,0,0,NA,0,"vacant",""
"T2","AD1","0",2004,110,90,90,16,25,26,1,6,"liom",2005,"0","1",124,88,73,16,20,20,0,38,"liom",""
"T2","AD11","0",2004,76,50,50,7,1,1,0,0,"vacant",2005,"0","1",80,57,41,4,1,1,0,0,"vacant",""
"T2","AD12","0",2004,146,123,123,10,18,18,0,0,"vacant",2005,"0","1",151,119,69,5,15,17,2,27,"crem",""
"T2","AD14","0",2004,97,118,118,24,11,18,7,0,"vacant",2005,"0","1",100,105,53,16,11,23,12,9,"liom",""
"T2","AD15","0",2004,120,87,87,11,16,16,0,0,"vacant",2005,"0","1",137,81,78,8,9,9,0,44,"liom",""
"T2","AD16","0",2004,80,72,72,24,12,12,0,0,"vacant",2005,"0","1",84,77,40,7,2,2,0,5,"liom",""
"T2","AD17","0",2004,92,67,67,14,13,13,0,10,"liom",2005,"0","1",94,64,32,8,0,0,NA,12,"liom",""
"T2","AD18","0",2004,124,61,61,21,19,19,0,0,"vacant",2005,"0","1",128,95,70,21,22,23,1,18,"liom",""
"T2","AD19","0",2004,122,48,48,3,22,26,4,0,"vacant",2005,"0","1",126,47,36,3,5,5,0,12,"liom",""
"T2","AD22","0",2004,82,80,80,4,10,12,2,0,"vacant",2005,"0","1",82,72,65,6,4,4,0,26,"liom",""
"T2","AD23","0",2004,170,122,122,11,28,29,1,11,"liom",2005,"0","1",145,137,98,14,9,9,0,16,"liom",""
"T2","AD24","0",2004,140,79,79,7,10,10,0,33,"liom",2005,"0","1",153,93,54,11,7,7,0,27,"liom",""
"T2","AD28","0",2004,90,57,57,8,1,1,0,4,"crem",2005,"0","1",117,60,53,9,15,17,2,50,"crem",""
"T2","AD29","0",2004,99,77,77,7,11,11,0,0,"vacant",2005,"0","1",95,90,47,12,3,4,1,9,"liom",""
"T2","AD3","0",2004,113,55,55,4,12,12,0,32,"liom",2005,"0","1",116,49,42,3,1,1,0,16,"liom",""
"T2","AD30","0",2004,114,70,70,18,10,11,1,0,"vacant",2005,"0","1",124,72,42,8,12,13,1,21,"liom",""
"T2","AD6","0",2004,66,93,93,10,13,13,0,50,"liom",2005,"0","1",78,58,54,12,4,6,2,38,"liom",""
"T2","AD7","0",2004,170,85,85,10,10,11,1,11,"liom",2005,"0","1",173,93,55,27,8,11,3,18,"liom",""
"T2","AD9","0",2004,85,64,64,3,13,13,0,0,"vacant",2005,"0","1",86,73,36,5,4,4,0,13,"liom",""
"T2","LJ10","0",2004,67,49,49,2,0,0,NA,0,"vacant",2005,"0","1",72,36,21,1,0,0,NA,0,"vacant",""
"T2","LJ11","0",2004,57,19,19,3,0,0,NA,19,"crem",2005,"0","1",70,32,18,2,0,0,NA,2,"liom",""
"T2","LJ12","0",2004,57,63,63,8,0,0,NA,0,"vacant",2005,"0","1",68,48,28,3,0,0,NA,4,"other",""
"T2","LJ14","0",2004,62,48,48,8,0,0,NA,0,"vacant",2005,"0","1",57,59,33,8,0,0,NA,1,"liom",""
"T2","LJ17","0",2004,57,56,56,14,0,0,NA,6,"liom",2005,"0","1",74,60,45,11,0,0,NA,27,"crem",""
"T2","LJ2","0",2004,52,43,43,9,0,0,NA,27,"other",2005,"0","1",60,44,33,5,0,0,NA,53,"liom",""
"T2","LJ5","0",2004,60,65,65,11,0,0,NA,11,"crem",2005,"0","1",75,62,50,13,0,1,1,0,"vacant",""
"T2","LJ6","0",2004,58,64,64,17,0,0,NA,0,"vacant",2005,"0","1",68,70,56,11,7,7,0,0,"vacant",""
"T2","LJ7","0",2004,124,104,104,9,0,3,3,38,"liom",2005,"0","1",140,87,74,12,7,7,0,18,"liom",""
"T2","LJ9","0",2004,54,53,53,7,0,0,NA,0,"vacant",2005,"0","1",56,41,22,6,0,0,NA,0,"vacant",""
"T2","SJ1","0",2004,38,24,24,5,0,0,NA,0,"vacant",2005,"0","1",30,26,12,1,0,0,NA,0,"vacant",""
"T2","SJ10","0",2004,15,12,12,3,0,0,NA,0,"vacant",2005,"0","1",20,14,7,4,0,0,NA,0,"vacant",""
"T2","SJ12","0",2004,17,14,14,1,0,0,NA,0,"vacant",2005,"0","1",35,17,11,2,0,0,NA,0,"vacant",""
"T2","SJ13","0",2004,23,22,22,5,0,0,NA,0,"vacant",2005,"0","1",24,20,15,1,0,0,NA,0,"vacant",""
"T2","SJ14","0",2004,20,10,10,2,0,0,NA,0,"vacant",2005,"0","1",29,13,4,0,0,0,NA,0,"vacant",""
"T2","SJ16","0",2004,27,13,13,2,0,0,NA,0,"vacant",2005,"0","1",30,18,15,4,0,0,NA,0,"vacant",""
"T2","SJ17","0",2004,22,13,13,6,0,0,NA,0,"vacant",2005,"0","1",21,15,14,0,0,0,NA,0,"vacant",""
"T2","SJ2","0",2004,22,19,19,1,0,0,NA,0,"vacant",2005,"0","1",25,18,9,3,0,0,NA,11,"liom",""
"T2","SJ3","0",2004,13,3,3,2,0,0,NA,0,"vacant",2005,"0","1",16,2,2,0,0,0,NA,0,"vacant",""
"T2","SJ9","0",2004,26,17,17,4,0,0,NA,2,"crem",2005,"0","1",32,21,13,4,0,0,NA,6,"crem",""
"T3","AD1","0",2004,102,63,63,18,7,7,0,2,"liom",2005,"0","1",114,66,29,6,22,23,1,3,"other",""
"T3","AD10","0",2004,94,79,79,24,19,24,5,22,"liom",2005,"0","1",97,89,52,20,4,5,1,12,"liom",""
"T3","AD13","0",2004,87,92,92,19,17,18,1,0,"vacant",2005,"0","1",88,85,49,14,8,8,0,0,"vacant",""
"T3","AD15","0",2004,82,62,62,17,2,2,0,0,"vacant",2005,"0","1",79,69,48,12,0,0,NA,0,"vacant",""
"T3","AD17","0",2004,83,100,100,10,30,30,0,0,"vacant",2005,"0","1",98,98,45,26,1,4,3,1,"liom",""
"T3","AD18","0",2004,148,88,88,18,9,9,0,4,"liom",2005,"0","1",132,83,47,13,8,8,0,7,"liom",""
"T3","AD19","0",2004,85,68,68,5,27,27,0,0,"vacant",2005,"0","1",89,54,30,9,7,7,0,17,"liom",""
"T3","AD20","0",2004,67,63,63,8,7,10,3,0,"vacant",2005,"0","1",92,51,40,7,16,18,2,2,"liom",""
"T3","AD21","0",2004,102,86,86,14,14,14,0,0,"vacant",2005,"0","1",97,72,58,9,6,6,0,0,"vacant",""
"T3","AD22","0",2004,89,37,37,10,9,10,1,0,"vacant",2005,"0","1",95,41,36,4,4,4,0,0,"vacant",""
"T3","AD24","0",2004,100,85,85,5,13,18,5,0,"vacant",2005,"0","1",112,81,55,11,12,12,0,0,"vacant",""
"T3","AD25","0",2004,93,60,60,16,7,7,0,2,"liom",2005,"0","1",84,64,45,5,0,0,NA,15,"liom",""
"T3","AD28","0",2004,95,53,53,12,19,19,0,0,"vacant",2005,"0","1",87,55,46,11,3,5,2,0,"vacant",""
"T3","AD3","0",2004,90,78,78,22,31,38,7,22,"liom",2005,"0","1",97,96,87,27,20,25,5,45,"liom",""
"T3","AD30","0",2004,76,63,63,8,3,3,0,12,"liom",2005,"0","1",88,42,39,6,3,3,0,34,"liom",""
"T3","AD5","0",2004,86,98,98,32,5,5,0,18,"liom",2005,"0","1",89,83,69,13,7,12,5,12,"liom",""
"T3","AD6","0",2004,100,61,61,13,25,25,0,36,"liom",2005,"0","1",105,58,50,5,10,15,5,51,"liom",""
"T3","AD7","0",2004,130,80,80,19,25,26,1,12,"liom",2005,"0","1",138,87,51,15,33,35,2,33,"liom",""
"T3","AD8","0",2004,115,74,74,13,13,13,0,14,"liom",2005,"0","1",118,74,65,17,12,13,1,25,"liom",""
"T3","LJ13","0",2004,41,23,23,2,0,0,NA,0,"vacant",2005,"0","1",50,24,22,5,0,0,NA,0,"vacant",""
"T3","LJ14","0",2004,57,54,54,7,0,0,NA,0,"vacant",2005,"0","1",70,54,30,5,2,3,1,0,"vacant",""
"T3","LJ17","0",2004,55,43,43,8,0,0,NA,17,"liom",2005,"0","1",67,52,31,11,0,0,NA,26,"liom",""
"T3","LJ18","0",2004,73,56,56,12,0,0,NA,22,"liom",2005,"0","1",90,60,31,14,0,0,NA,34,"liom",""
"T3","LJ19","0",2004,71,42,42,9,0,0,NA,26,"liom",2005,"0","1",72,44,35,2,0,0,NA,6,"liom",""
"T3","LJ2","0",2004,61,56,56,9,0,0,NA,28,"liom",2005,"0","1",67,59,56,13,0,0,NA,15,"liom",""
"T3","LJ20","0",2004,49,37,37,11,0,0,NA,0,"vacant",2005,"0","1",52,32,25,3,0,0,NA,0,"vacant",""
"T3","LJ4","0",2004,71,63,63,26,0,0,NA,21,"liom",2005,"0","1",76,67,52,14,8,8,0,28,"liom",""
"T3","LJ6","0",2004,56,36,36,11,0,0,NA,18,"liom",2005,"0","1",62,38,35,4,0,1,1,4,"other",""
"T3","LJ8","0",2004,38,24,24,9,0,0,NA,0,"vacant",2005,"0","1",47,32,29,6,0,0,NA,0,"vacant",""
"T3","SJ10","0",2004,19,9,9,3,0,0,NA,0,"vacant",2005,"0","1",29,12,8,4,0,0,NA,0,"vacant",""
"T3","SJ11","0",2004,17,23,23,5,0,0,NA,0,"vacant",2005,"0","1",17,23,7,1,0,0,NA,0,"vacant",""
"T3","SJ12","0",2004,28,20,20,3,0,0,NA,8,"liom",2005,"0","1",35,25,17,2,0,0,NA,0,"vacant",""
"T3","SJ13","0",2004,25,10,10,7,0,0,NA,0,"vacant",2005,"0","1",24,15,8,4,0,0,NA,0,"vacant",""
"T3","SJ14","0",2004,25,31,31,7,0,0,NA,9,"liom",2005,"0","1",29,32,18,2,0,0,NA,1,"liom",""
"T3","SJ15","0",2004,27,23,23,3,0,0,NA,0,"vacant",2005,"0","1",32,29,23,1,0,0,NA,0,"vacant",""
"T3","SJ19","0",2004,21,13,13,1,0,0,NA,0,"vacant",2005,"0","1",21,12,7,0,0,0,NA,0,"vacant",""
"T3","SJ3","0",2004,12,7,7,3,0,0,NA,0,"vacant",2005,"0","1",8,2,2,2,0,0,NA,0,"vacant",""
"T3","SJ5","0",2004,27,20,20,5,0,0,NA,2,"crem",2005,"0","1",28,19,15,1,0,0,NA,0,"vacant",""
"T3","SJ9","0",2004,27,16,16,4,0,0,NA,2,"liom",2005,"0","1",30,20,9,2,0,0,NA,0,"vacant",""
"HT1B1","HT1B1","0",2005,1.5,0.3,0.3,NA,NA,NA,NA,0,"vacant",2006,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"HT2B3","HT2B3","0",2005,1.3,0.2,0.2,NA,NA,NA,NA,0,"vacant",2006,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"HT2B3","HT2B3","0",2005,1.6,0.3,0.3,NA,NA,NA,NA,0,"vacant",2006,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"HT2B3","HT2B3","0",2005,2.5,0.4,0.4,NA,NA,NA,NA,0,"vacant",2006,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"HT2B3","HT2B3","0",2005,2.4,0.3,0.3,NA,NA,NA,NA,0,"vacant",2006,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"HT3B1","HT3B1","0",2005,1.4,0.3,0.3,NA,NA,NA,NA,0,"vacant",2006,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"HT3B1","HT3B1","0",2005,1.5,0.3,0.3,NA,NA,NA,NA,0,"vacant",2006,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"HT3B2","HT3B2","0",2005,2.4,0.4,0.4,NA,NA,NA,NA,0,"vacant",2006,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"HT3B2","HT3B2","0",2005,1.396,0.308,0.308,NA,NA,NA,NA,0,"vacant",2006,"0","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"HT3B2","HT3B2","0",2005,1.9,0.3,0.3,NA,NA,NA,NA,0,"vacant",2006,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"HT3B2","HT3B2","0",2005,1.396,0.308,0.308,NA,NA,NA,NA,0,"vacant",2006,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"HT3B3","HT3B3","0",2005,2.1,0.4,0.4,NA,NA,NA,NA,0,"vacant",2006,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"HT4B1","HT4B1","0",2005,0.8,0.2,0.2,NA,NA,NA,NA,0,"vacant",2006,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"HT4B2","HT4B2","0",2005,1.4,0.3,0.3,NA,NA,NA,NA,0,"vacant",2006,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"T1","AD10","0",2005,102,63,36,13,3,3,0,0,"vacant",2006,"0","1",100,73,52,7,0,2,2,20,"crem",""
"T1","AD11","0",2005,93,34,29,3,3,3,0,27,"crem",2006,"0","1",94,40,29,5,0,0,NA,25,"crem",""
"T1","AD15","0",2005,105,49,27,3,2,2,0,4,"liom",2006,"0","1",118,44,34,1,0,1,1,17,"liom",""
"T1","AD16","0",2005,68,115,38,11,4,4,0,17,"liom",2006,"0","1",64,94,38,2,6,10,4,28,"liom",""
"T1","AD17","0",2005,95,62,49,11,18,18,0,49,"crem",2006,"0","1",98,62,49,15,11,17,6,60,"liom",""
"T1","AD18","0",2005,107,53,43,5,11,11,0,18,"crem",2006,"0","1",97,52,40,3,1,1,0,46,"liom",""
"T1","AD19","0",2005,98,61,42,3,11,11,0,41,"liom",2006,"0","1",93,65,38,3,0,1,1,37,"liom",""
"T1","AD20","0",2005,125,81,34,12,2,7,5,8,"liom",2006,"0","1",125,54,26,5,19,19,0,46,"liom",""
"T1","AD21","0",2005,117,119,56,19,6,6,0,25,"liom",2006,"0","1",92,122,78,16,3,3,0,49,"liom",""
"T1","AD22","0",2005,84,45,34,6,6,6,0,3,"liom",2006,"0","1",84,40,28,6,1,2,1,41,"liom",""
"T1","AD23","0",2005,107,93,72,7,31,31,0,29,"liom",2006,"0","1",88,105,90,6,5,7,2,55,"liom",""
"T1","AD27","0",2005,132,63,52,7,23,25,2,0,"vacant",2006,"0","1",114,49,45,4,5,22,17,15,"crem",""
"T1","AD28","0",2005,96,70,43,6,5,5,0,23,"crem",2006,"0","1",99,64,42,5,0,0,NA,8,"crem",""
"T1","AD3","0",2005,95,59,50,6,9,13,4,33,"crem",2006,"0","1",97,58,54,1,1,1,0,18,"crem",""
"T1","AD4","0",2005,103,98,29,15,17,18,1,4,"other",2006,"0","1",113,107,34,3,3,5,2,0,"vacant",""
"T1","AD6","0",2005,78,84,54,16,1,1,0,36,"liom",2006,"0","1",85,93,63,0,0,0,NA,32,"crem",""
"T1","AD8","0",2005,174,82,79,14,21,21,0,55,"liom",2006,"0","1",171,86,73,11,16,19,3,72,"liom",""
"T1","AD9","0",2005,87,63,31,8,6,6,0,0,"vacant",2006,"0","1",89,78,35,7,0,4,4,26,"crem",""
"T1","LJ11","0",2005,58,39,28,4,0,0,NA,18,"crem",2006,"0","1",5,40,28,0,0,0,NA,3,"crem",""
"T1","LJ12","0",2005,76,72,31,9,0,0,NA,23,"crem",2006,"0","1",80,68,24,9,0,0,NA,20,"crem",""
"T1","LJ13","0",2005,73,37,22,5,0,0,NA,0,"vacant",2006,"0","1",67,30,29,0,0,0,NA,0,"vacant",""
"T1","LJ14","0",2005,66,40,29,7,1,1,0,0,"vacant",2006,"0","1",62,33,28,0,0,0,NA,0,"vacant",""
"T1","LJ15","0",2005,46,19,21,5,0,0,NA,0,"vacant",2006,"0","1",21,8,2,0,0,0,NA,0,"vacant",""
"T1","LJ16","0",2005,70,69,52,11,0,0,NA,41,"liom",2006,"0","1",75,74,53,9,0,3,3,74,"liom",""
"T1","LJ17","0",2005,49,34,28,10,0,0,NA,12,"crem",2006,"0","1",46,35,35,1,0,0,NA,0,"vacant",""
"T1","LJ3","0",2005,49,34,24,5,0,0,NA,2,"camp",2006,"0","1",49,36,29,6,0,0,NA,0,"vacant",""
"T1","LJ8","0",2005,48,45,21,5,0,0,NA,1,"liom",2006,"0","1",48,32,23,0,0,0,NA,8,"liom",""
"T1","LJ9","0",2005,77,45,39,4,0,0,NA,26,"crem",2006,"0","1",82,52,35,3,0,1,1,21,"crem",""
"T1","SJ11","0",2005,34,26,23,0,0,0,NA,0,"vacant",2006,"0","1",37,24,20,1,0,0,NA,5,"liom",""
"T1","SJ13","0",2005,33,12,12,3,0,0,NA,0,"vacant",2006,"0","1",31,18,9,1,0,0,NA,0,"vacant",""
"T1","SJ17","0",2005,26,11,10,3,0,0,NA,0,"vacant",2006,"0","1",20,12,4,0,0,0,NA,0,"vacant",""
"T1","SJ2","0",2005,51,22,14,2,0,0,NA,8,"crem",2006,"0","1",52,22,11,5,0,0,NA,16,"crem",""
"T1","SJ20","0",2005,21,19,14,0,0,0,NA,0,"vacant",2006,"0","1",18,14,8,0,0,0,NA,0,"vacant",""
"T1","SJ3","0",2005,34,35,27,4,0,0,NA,2,"crem",2006,"0","1",34,35,18,2,0,0,NA,6,"crem",""
"T1","SJ4","0",2005,61,33,24,7,0,0,NA,13,"crem",2006,"0","1",55,35,34,0,0,0,NA,14,"crem",""
"T1","SJ5","0",2005,30,14,9,3,0,0,NA,6,"crem",2006,"0","1",30,15,6,2,0,0,NA,8,"crem",""
"T1","SJ7","0",2005,33,24,22,3,0,0,NA,0,"vacant",2006,"0","1",38,25,19,1,0,0,NA,7,"liom",""
"T1","SJ9","0",2005,9,5,4,2,0,0,NA,0,"vacant",2006,"0","1",10,6,2,0,0,0,NA,0,"vacant",""
"T2","AD1","0",2005,124,88,73,16,20,20,0,38,"liom",2006,"0","1",111,76,74,15,17,17,0,83,"liom",""
"T2","AD11","0",2005,80,57,41,4,1,1,0,0,"vacant",2006,"0","1",81,64,40,1,4,4,0,0,"vacant",""
"T2","AD12","0",2005,151,119,69,5,15,17,2,27,"crem",2006,"0","1",153,109,71,12,3,10,7,19,"crem",""
"T2","AD14","0",2005,100,105,53,16,11,23,12,9,"liom",2006,"0","1",108,114,52,4,0,5,5,18,"crem",""
"T2","AD15","0",2005,137,81,78,8,9,9,0,44,"liom",2006,"0","1",126,76,69,10,3,3,0,40,"liom",""
"T2","AD16","0",2005,84,77,40,7,2,2,0,5,"liom",2006,"0","1",65,74,71,0,1,3,2,8,"liom",""
"T2","AD17","0",2005,94,64,32,8,0,0,NA,12,"liom",2006,"0","1",86,65,33,14,3,3,0,34,"liom",""
"T2","AD18","0",2005,128,95,70,21,22,23,1,18,"liom",2006,"0","1",129,95,75,35,10,15,5,39,"liom",""
"T2","AD19","0",2005,126,47,36,3,5,5,0,12,"liom",2006,"0","1",140,48,33,11,0,1,1,44,"liom",""
"T2","AD22","0",2005,82,72,65,6,4,4,0,26,"liom",2006,"0","1",81,61,52,5,3,5,2,43,"liom",""
"T2","AD23","0",2005,145,137,98,14,9,9,0,16,"liom",2006,"0","1",141,139,64,11,8,16,8,0,"vacant",""
"T2","AD24","0",2005,153,93,54,11,7,7,0,27,"liom",2006,"0","1",152,101,48,13,0,0,NA,9,"liom",""
"T2","AD28","0",2005,117,60,53,9,15,17,2,50,"crem",2006,"0","1",97,62,53,7,1,2,1,14,"liom",""
"T2","AD29","0",2005,95,90,47,12,3,4,1,9,"liom",2006,"0","1",102,89,39,4,0,4,4,0,"vacant",""
"T2","AD3","0",2005,116,49,42,3,1,1,0,16,"liom",2006,"0","1",108,42,37,0,0,0,NA,0,"vacant",""
"T2","AD30","0",2005,124,72,42,8,12,13,1,21,"liom",2006,"0","1",113,74,41,11,2,5,3,0,"vacant",""
"T2","AD4","0",2005,171,99,69,24,16,25,9,23,"crem",2006,"0","1",185,100,68,21,15,17,2,3,"crem",""
"T2","AD6","0",2005,78,58,54,12,4,6,2,38,"liom",2006,"0","1",83,52,58,10,3,5,2,61,"liom",""
"T2","AD7","0",2005,173,93,55,27,8,11,3,18,"liom",2006,"0","1",173,87,59,6,1,8,7,25,"liom",""
"T2","AD9","0",2005,86,73,36,5,4,4,0,13,"liom",2006,"0","1",73,71,48,6,6,8,2,78,"liom",""
"T2","LJ10","0",2005,72,36,21,1,0,0,NA,0,"vacant",2006,"0","1",66,33,18,3,0,0,NA,0,"vacant",""
"T2","LJ11","0",2005,70,32,18,2,0,0,NA,2,"liom",2006,"0","1",74,24,17,0,0,0,NA,2,"crem",""
"T2","LJ12","0",2005,68,48,28,3,0,0,NA,4,"other",2006,"0","1",62,50,29,4,0,0,NA,22,"crem",""
"T2","LJ14","0",2005,57,59,33,8,0,0,NA,1,"liom",2006,"0","1",50,45,44,2,0,0,NA,0,"vacant",""
"T2","LJ17","0",2005,74,60,45,11,0,0,NA,27,"crem",2006,"0","1",72,62,40,0,0,0,NA,5,"liom",""
"T2","LJ2","0",2005,60,44,33,5,0,0,NA,53,"liom",2006,"0","1",46,55,36,1,0,0,NA,33,"liom",""
"T2","LJ5","0",2005,75,62,50,13,0,1,1,0,"vacant",2006,"0","1",72,46,36,3,16,16,0,82,"liom",""
"T2","LJ6","0",2005,68,70,56,11,7,7,0,0,"vacant",2006,"0","1",73,59,52,0,0,1,1,25,"crem",""
"T2","LJ7","0",2005,140,87,74,12,7,7,0,18,"liom",2006,"0","1",131,77,68,3,2,9,7,24,"liom",""
"T2","LJ9","0",2005,56,41,22,6,0,0,NA,0,"vacant",2006,"0","1",61,48,28,7,1,1,0,13,"liom",""
"T2","SJ1","0",2005,30,26,12,1,0,0,NA,0,"vacant",2006,"0","1",15,20,5,0,0,0,NA,2,"liom",""
"T2","SJ10","0",2005,20,14,7,4,0,0,NA,0,"vacant",2006,"0","1",18,8,6,1,0,0,NA,2,"crem",""
"T2","SJ12","0",2005,35,17,11,2,0,0,NA,0,"vacant",2006,"0","1",33,16,15,1,0,0,NA,0,"vacant",""
"T2","SJ13","0",2005,24,20,15,1,0,0,NA,0,"vacant",2006,"0","1",24,19,15,0,0,0,NA,1,"crem",""
"T2","SJ14","0",2005,29,13,4,0,0,0,NA,0,"vacant",2006,"0","1",29,16,5,0,0,0,NA,0,"vacant",""
"T2","SJ16","0",2005,30,18,15,4,0,0,NA,0,"vacant",2006,"0","1",33,24,23,2,0,0,NA,2,"crem",""
"T2","SJ17","0",2005,21,15,14,0,0,0,NA,0,"vacant",2006,"0","1",20,13,8,0,0,0,NA,0,"vacant",""
