"Plot","TagID","Transplant","Year_t","Height_t","Width_t","Perp_t","NS_t","Goodbuds_t","TotFlowerbuds_t","ABFlowerbuds_t","Antcount_t","Ant_sp_t","Year_t1","Newplant","Survival_t1","Height_t1","Width_t1","Perp_t1","NS_t1","Goodbuds_t1","TotFlowerbuds_t1","ABFlowerbuds_t1","Antcount_t1","Ant_sp_t1","comments"
"3","27","0",2010,42,34,27,7,0,NA,NA,NA,"liom",2011,"0","1",46,33,31,0,0,NA,NA,0,"vacant",""
"3","28","0",2010,72,71,60,22,0,NA,NA,NA,"liom",2011,"0","1",60,56,52,0,0,NA,NA,1,"liom",""
"3","29","0",2010,10,6,4,0,0,NA,NA,NA,"vacant",2011,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"3","30","0",2010,136,90,75,13,56,NA,NA,NA,"liom",2011,"0","1",132,100,81,0,0,NA,NA,0,"vacant",""
"3","31","0",2010,39,29,18,0,0,NA,NA,NA,"vacant",2011,"0","1",50,32,29,0,0,NA,NA,0,"vacant",""
"3","32","0",2010,42,28,16,0,0,NA,NA,NA,"vacant",2011,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"3","33","0",2010,150,75,62,16,18,NA,NA,NA,"liom",2011,"0","1",148,72,40,0,0,NA,NA,0,"vacant",""
"3","34","0",2010,57,71,46,14,3,NA,NA,NA,"liom",2011,"0","1",61,60,52,0,0,NA,NA,0,"vacant",""
"3","35","0",2010,71,65,52,14,14,NA,NA,NA,"liom",2011,"0","1",78,57,35,0,0,NA,NA,0,"vacant",""
"3","36","0",2010,23,21,19,1,0,NA,NA,NA,"vacant",2011,"0","1",19,13,7,0,0,NA,NA,0,"vacant",""
"3","37","0",2010,57,49,47,17,3,NA,NA,NA,"liom",2011,"0","1",47,46,44,0,0,NA,NA,0,"vacant",""
"3","38","0",2010,60,44,36,6,4,NA,NA,NA,"liom",2011,"0","1",55,43,32,0,0,NA,NA,0,"vacant",""
"3","39","0",2010,32,41,24,2,0,NA,NA,NA,"vacant",2011,"0","1",38,31,16,0,0,NA,NA,0,"vacant",""
"3","40","0",2010,42,23,13,11,0,NA,NA,NA,"liom",2011,"0","1",44,20,15,2,0,NA,NA,15,"liom",""
"3","41","0",2010,79,68,50,15,43,NA,NA,NA,"liom",2011,"0","1",84,64,42,0,0,NA,NA,3,"liom",""
"3","42","0",2010,11,2,2,0,0,NA,NA,NA,"vacant",2011,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"3","43","0",2010,89,95,83,16,14,NA,NA,NA,"liom",2011,"0","1",88,91,62,0,0,NA,NA,0,"vacant",""
"3","44","0",2010,80,89,52,5,29,NA,NA,NA,"vacant",2011,"0","1",86,83,46,0,0,NA,NA,1,"other",""
"3","45","0",2010,54,42,24,0,0,NA,NA,NA,"vacant",2011,"0","1",53,29,15,0,0,NA,NA,1,"other",""
"3","46","0",2010,87,43,32,6,0,NA,NA,NA,"vacant",2011,"0","1",63,16,14,0,0,NA,NA,0,"vacant",""
"3","47","0",2010,NA,NA,NA,NA,NA,NA,NA,NA,"vacant",2011,"0","1",88,27,18,0,0,NA,NA,0,"vacant",""
"3","48","0",2010,59,61,37,10,0,NA,NA,NA,NA,2011,"0","1",62,35,24,0,0,NA,NA,0,"vacant",""
"3","49","0",2010,46,28,15,0,0,NA,NA,NA,"vacant",2011,"0","1",46,15,9,0,0,NA,NA,0,"vacant",""
"3","50","0",2010,51,26,24,8,0,NA,NA,NA,"liom",2011,"0","1",47,29,23,0,0,NA,NA,0,"vacant",""
"3","51","0",2010,150,70,60,15,34,NA,NA,NA,"liom",2011,"0","1",138,68,53,0,0,NA,NA,0,"vacant",""
"3","52","0",2010,80,48,45,9,4,NA,NA,NA,"liom",2011,"0","1",74,45,30,0,0,NA,NA,0,"vacant",""
"3","53","0",2010,65,43,37,9,2,NA,NA,NA,"liom",2011,"0","1",62,46,27,0,0,NA,NA,0,"vacant",""
"3","54","0",2010,41,23,10,5,0,NA,NA,NA,"liom",2011,"0","1",40,19,14,0,0,NA,NA,0,"vacant",""
"3","56","0",2010,83,60,30,14,8,NA,NA,NA,"liom",2011,"0","1",77,53,28,0,0,NA,NA,0,"vacant",""
"3","57","0",2010,75,55,42,7,12,NA,NA,NA,"vacant",2011,"0","1",80,43,38,0,0,NA,NA,0,"vacant",""
"3","58","0",2010,80,58,42,7,1,NA,NA,NA,"liom",2011,"0","1",85,58,36,0,0,NA,NA,0,"vacant",""
"3","59","0",2010,75,15,3,0,0,NA,NA,NA,"vacant",2011,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"3","60","0",2010,86,61,50,5,7,NA,NA,NA,"vacant",2011,"0","1",86,51,39,0,0,NA,NA,0,"vacant",""
"3","61","0",2010,126,109,87,7,44,NA,NA,NA,"liom",2011,"0","1",119,104,69,0,0,NA,NA,0,"vacant",""
"3","62","0",2010,150,146,108,82,145,NA,NA,NA,"liom",2011,"0","1",153,141,96,0,7,NA,NA,61,"liom",""
"3","63","0",2010,100,90,62,54,66,NA,NA,NA,"liom",2011,"0","1",98,93,71,7,4,NA,NA,57,"liom",""
"3","64","0",2010,34,38,25,4,0,NA,NA,NA,"liom",2011,"0","1",32,39,33,2,0,NA,NA,14,"liom",""
"3","65","0",2010,150,145,115,42,56,NA,NA,NA,"liom",2011,"0","1",142,150,93,0,0,NA,NA,0,"vacant",""
"3","66","0",2010,82,44,32,7,1,NA,NA,NA,"liom",2011,"0","1",78,41,36,0,0,NA,NA,0,"vacant",""
"3","67","0",2010,55,26,24,0,0,NA,NA,NA,"vacant",2011,"0","1",53,19,5,0,0,NA,NA,0,"vacant",""
"3","68","0",2010,98,56,52,11,0,NA,NA,NA,"liom",2011,"0","1",105,55,41,0,0,NA,NA,0,"vacant",""
"3","69","0",2010,121,93,57,6,4,NA,NA,NA,"vacant",2011,"0","1",109,53,44,0,0,NA,NA,0,"vacant",""
"3","70","0",2010,114,80,60,20,15,NA,NA,NA,"liom",2011,"0","1",103,71,53,0,0,NA,NA,0,"vacant",""
"3","71","0",2010,55,32,25,2,0,NA,NA,NA,"vacant",2011,"0","1",50,22,27,0,0,NA,NA,0,"vacant",""
"3","72","0",2010,40,34,21,3,0,NA,NA,NA,"vacant",2011,"0","1",29,26,18,0,0,NA,NA,0,"vacant",""
"3","73","0",2010,64,31,31,0,0,NA,NA,NA,"vacant",2011,"0","1",55,30,17,0,0,NA,NA,0,"vacant",""
"3","74","0",2010,16,7,2,0,0,NA,NA,NA,"vacant",2011,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"3","75","0",2010,160,74,69,5,44,NA,NA,NA,"liom",2011,"0","1",128,72,62,0,0,NA,NA,0,"vacant",""
"3","76","0",2010,52,40,19,2,0,NA,NA,NA,"liom",2011,"0","1",50,34,17,0,0,NA,NA,0,"vacant",""
"3","77","0",2010,23,11,2,0,0,NA,NA,NA,"vacant",2011,"0","1",19,12,3,0,0,NA,NA,0,"vacant",""
"3","78","0",2010,36,18,14,4,0,NA,NA,NA,"liom",2011,"0","1",38,17,15,0,0,NA,NA,0,"vacant",""
"3","79","0",2010,39,19,11,5,0,NA,NA,NA,"liom",2011,"0","1",23,12,8,0,0,NA,NA,0,"vacant",""
"3","80","0",2010,63,51,22,0,0,NA,NA,NA,"vacant",2011,"0","1",67,52,29,0,0,NA,NA,0,"vacant",""
"3","81","0",2010,124,90,69,23,67,NA,NA,NA,"liom",2011,"0","1",122,89,69,0,1,NA,NA,33,"liom",""
"3","82","0",2010,10,8,3,1,0,NA,NA,NA,"vacant",2011,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"3","84","0",2010,21,6,3,1,0,NA,NA,NA,"liom",2011,"0","1",13,4,2,0,0,NA,NA,0,"vacant",""
"3","85","0",2010,17,14,8,5,0,NA,NA,NA,"liom",2011,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"3","86","0",2010,18,10,7,4,0,NA,NA,NA,"vacant",2011,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"3","87","0",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"1",NA,11,2,2,0,0,NA,NA,0,"vacant",""
"3","88","0",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"1",NA,18,10,6,0,0,NA,NA,0,"vacant",""
"3","89A","0",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"1",NA,4,1,1,0,0,NA,NA,0,"vacant",""
"3","89B","0",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"1",NA,3,0.5,0.5,0,0,NA,NA,0,"vacant",""
"3","89C","0",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"1",NA,3,0.5,0.5,0,0,NA,NA,0,"vacant",""
"3","89D","0",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"1",NA,3,0.5,0.5,0,0,NA,NA,0,"vacant",""
"4","1","0",2010,19,14,3,0,0,NA,NA,NA,"vacant",2011,"0","1",12,7,1,0,0,NA,NA,0,"vacant",""
"4","2","0",2010,38,21,21,2,0,NA,NA,NA,"liom",2011,"0","1",29,17,10,0,0,NA,NA,0,"vacant",""
"4","3","0",2010,33,22,11,5,0,NA,NA,NA,"liom",2011,"0","1",33,14,13,0,0,NA,NA,0,"vacant",""
"4","4","0",2010,20,10,4,0,0,NA,NA,NA,"vacant",2011,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"4","5","0",2010,34,32,20,4,0,NA,NA,NA,"liom",2011,"0","1",24,21,19,0,0,NA,NA,0,"vacant",""
"4","6","0",2010,46,24,20,6,0,NA,NA,NA,"liom",2011,"0","1",44,15,11,0,0,NA,NA,0,"vacant",""
"4","7","0",2010,73,29,27,2,2,NA,NA,NA,"liom",2011,"0","1",68,23,18,0,0,NA,NA,0,"vacant",""
"4","8","0",2010,85,64,53,5,0,NA,NA,NA,"liom",2011,"0","1",81,55,53,0,0,NA,NA,0,"vacant",""
"4","9","0",2010,63,58,52,14,0,NA,NA,NA,"liom",2011,"0","1",59,52,34,0,0,NA,NA,5,"liom",""
"4","10","0",2010,32,32,27,0,0,NA,NA,NA,"vacant",2011,"0","1",29,24,6,0,0,NA,NA,0,"vacant",""
"4","11","0",2010,42,17,9,4,0,NA,NA,NA,"liom",2011,"0","1",35,18,8,0,0,NA,NA,0,"vacant",""
"4","12","0",2010,116,93,48,8,0,NA,NA,NA,"liom",2011,"0","1",112,59,32,0,0,NA,NA,20,"liom",""
"4","13","0",2010,52,44,34,6,0,NA,NA,NA,"liom",2011,"0","1",41,30,18,0,0,NA,NA,0,"vacant",""
"4","14","0",2010,10,3,3,3,0,NA,NA,NA,"vacant",2011,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"4","15","0",2010,34,29,21,10,0,NA,NA,NA,"liom",2011,"0","1",36,24,21,0,0,NA,NA,0,"vacant",""
"4","16","0",2010,55,25,24,3,0,NA,NA,NA,"liom",2011,"0","1",54,34,20,0,0,NA,NA,0,"vacant",""
"4","17","0",2010,65,58,48,7,31,NA,NA,NA,"liom",2011,"0","1",161,43,39,0,0,NA,NA,0,"vacant",""
"4","18","0",2010,52,16,15,4,0,NA,NA,NA,"liom",2011,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"4","19","0",2010,49,32,13,14,0,NA,NA,NA,"liom",2011,"0","1",43,21,14,0,0,NA,NA,0,"vacant",""
"4","20","0",2010,50,40,29,0,0,NA,NA,NA,"vacant",2011,"0","1",42,37,28,0,0,NA,NA,0,"vacant",""
"4","21","0",2010,49,36,25,2,0,NA,NA,NA,"liom",2011,"0","1",42,21,10,0,0,NA,NA,0,"vacant",""
"4","22","0",2010,68,39,34,2,0,NA,NA,NA,"liom",2011,"0","1",62,34,28,0,0,NA,NA,10,"liom",""
"4","23","0",2010,74,50,37,4,0,NA,NA,NA,"liom",2011,"0","1",90,48,35,0,0,NA,NA,0,"vacant",""
"4","24","0",2010,27,15,10,2,0,NA,NA,NA,"liom",2011,"0","1",23,16,15,2,0,NA,NA,6,"liom",""
"4","25","0",2010,68,48,25,2,0,NA,NA,NA,"liom",2011,"0","1",69,43,18,0,0,NA,NA,0,"vacant",""
"4","26","0",2010,61,40,29,0,0,NA,NA,NA,"vacant",2011,"0","1",57,28,18,0,0,NA,NA,0,"vacant",""
"4","27","0",2010,63,29,22,7,0,NA,NA,NA,"liom",2011,"0","1",63,34,20,0,0,NA,NA,5,"liom",""
"4","28","0",2010,43,24,20,0,0,NA,NA,NA,"vacant",2011,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"4","29","0",2010,22,17,10,4,0,NA,NA,NA,"vacant",2011,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"4","30","0",2010,46,32,27,5,0,NA,NA,NA,"vacant",2011,"0","1",47,19,18,0,0,NA,NA,0,"vacant",""
"4","31","0",2010,23,24,15,7,0,NA,NA,NA,"liom",2011,"0","1",23,20,16,0,0,NA,NA,0,"vacant",""
"4","32","0",2010,40,32,19,1,0,NA,NA,NA,"vacant",2011,"0","1",37,27,13,0,0,NA,NA,0,"vacant",""
"4","33","0",2010,6,2,2,3,0,NA,NA,NA,"vacant",2011,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"4","35","0",2010,70,73,56,38,11,NA,NA,NA,"liom",2011,"0","1",72,64,61,0,0,NA,NA,0,"vacant",""
"4","36","0",2010,58,9,7,1,0,NA,NA,NA,"liom",2011,"0","1",16,11,4,0,0,NA,NA,0,"vacant",""
"4","37","0",2010,56,40,35,6,0,NA,NA,NA,"liom",2011,"0","1",38,15,17,0,0,NA,NA,0,"vacant",""
"4","38","0",2010,60,44,10,3,0,NA,NA,NA,"liom",2011,"0","1",51,39,18,0,0,NA,NA,4,"liom",""
"4","39","0",2010,89,57,32,12,1,NA,NA,NA,"liom",2011,"0","1",68,53,31,0,0,NA,NA,0,"vacant",""
"4","40","0",2010,67,66,40,10,0,NA,NA,NA,"liom",2011,"0","1",64,39,35,0,0,NA,NA,0,"vacant",""
"4","41","0",2010,54,38,26,8,0,NA,NA,NA,"liom",2011,"0","1",55,40,24,0,0,NA,NA,0,"vacant",""
"4","42","0",2010,26,27,14,1,0,NA,NA,NA,"liom",2011,"0","1",9,21,10,0,0,NA,NA,0,"vacant",""
"4","43","0",2010,40,37,24,15,0,NA,NA,NA,"liom",2011,"0","1",20,29,16,0,0,NA,NA,0,"vacant",""
"4","44","0",2010,14,17,14,0,0,NA,NA,NA,"vacant",2011,"0","1",12,12,8,0,0,NA,NA,0,"vacant",""
"4","45","0",2010,43,32,26,6,0,NA,NA,NA,"liom",2011,"0","1",38,32,20,0,0,NA,NA,0,"vacant",""
"4","46","0",2010,33,29,12,2,0,NA,NA,NA,"liom",2011,"0","1",31,25,15,0,0,NA,NA,0,"vacant",""
"4","47","0",2010,48,40,34,5,0,NA,NA,NA,"liom",2011,"0","1",62,35,27,0,0,NA,NA,0,"vacant",""
"4","48","0",2010,68,26,23,7,0,NA,NA,NA,"liom",2011,"0","1",66,29,26,0,0,NA,NA,0,"vacant",""
"4","49","0",2010,23,16,3,0,0,NA,NA,NA,"liom",2011,"0","1",20,14,4,0,0,NA,NA,0,"vacant",""
"4","50","0",2010,49,33,26,11,0,NA,NA,NA,"liom",2011,"0","1",58,29,23,0,0,NA,NA,0,"vacant",""
"4","51","0",2010,65,51,44,20,0,NA,NA,NA,"liom",2011,"0","1",68,51,32,0,0,NA,NA,0,"vacant",""
"4","52","0",2010,37,35,23,10,0,NA,NA,NA,"liom",2011,"0","1",37,42,29,0,0,NA,NA,0,"vacant",""
"4","53","0",2010,51,52,44,11,0,NA,NA,NA,"liom",2011,"0","1",52,38,37,4,0,NA,NA,5,"liom",""
"4","54","0",2010,73,29,29,0,0,NA,NA,NA,"vacant",2011,"0","1",71,24,16,0,0,NA,NA,0,"vacant",""
"4","55","0",2010,11,10,10,5,0,NA,NA,NA,"vacant",2011,"0","1",12,10,10,0,0,NA,NA,0,"vacant",""
"4","56","0",2010,69,33,21,7,0,NA,NA,NA,"liom",2011,"0","1",66,27,20,0,0,NA,NA,0,"vacant",""
"4","57","0",2010,37,34,21,10,4,NA,NA,NA,"vacant",2011,"0","1",40,33,23,0,0,NA,NA,0,"vacant",""
"4","58","0",2010,53,45,31,49,0,NA,NA,NA,"liom",2011,"0","1",55,39,39,0,0,NA,NA,0,"vacant",""
"4","60","0",2010,42,16,11,10,0,NA,NA,NA,"liom",2011,"0","1",19,9,4,0,0,NA,NA,0,"vacant",""
"4","61","0",2010,52,44,34,6,0,NA,NA,NA,"liom",2011,"0","1",49,48,36,0,0,NA,NA,10,"liom",""
"4","62","0",2010,72,85,64,27,17,NA,NA,NA,"liom",2011,"0","1",69,80,53,0,0,NA,NA,0,"vacant",""
"4","63","0",2010,62,41,24,5,0,NA,NA,NA,"liom",2011,"0","1",41,35,25,0,0,NA,NA,0,"vacant",""
"4","64","0",2010,43,33,22,2,0,NA,NA,NA,"liom",2011,"0","1",35,32,10,0,0,NA,NA,0,"vacant",""
"4","65","0",2010,23,5,2,2,0,NA,NA,NA,"liom",2011,"0","1",23,9,4,0,0,NA,NA,0,"vacant",""
"4","66","0",2010,27,23,6,0,0,NA,NA,NA,"liom",2011,"0","1",18,25,6,0,0,NA,NA,0,"vacant",""
"4","67","0",2010,42,26,21,7,0,NA,NA,NA,"liom",2011,"0","1",37,13,9,0,0,NA,NA,0,"vacant",""
"4","68","0",2010,66,31,25,1,0,NA,NA,NA,"liom",2011,"0","1",70,27,26,0,0,NA,NA,0,"vacant",""
"4","69","0",2010,26,19,22,0,0,NA,NA,NA,"vacant",2011,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"4","70","0",2010,11,8,4,0,0,NA,NA,NA,"vacant",2011,"0","1",11,13,4,0,0,NA,NA,0,"vacant",""
"4","71","0",2010,16,2,2,0,0,NA,NA,NA,"vacant",2011,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"4","72","0",2010,18,9,4,2,0,NA,NA,NA,"vacant",2011,"0","1",18,11,8.5,0,0,NA,NA,0,"vacant",""
"4","73","0",2010,71,50,42,9,6,NA,NA,NA,"liom",2011,"0","1",68,48,47,0,0,NA,NA,1,"liom",""
"4","74","0",2010,75,66,35,6,22,NA,NA,NA,"liom",2011,"0","1",64,56,22,0,0,NA,NA,0,"vacant",""
"4","75","0",2010,48,58,43,12,1,NA,NA,NA,"liom",2011,"0","1",46,40,43,0,0,NA,NA,6,"liom",""
"4","76","0",2010,84,70,54,4,2,NA,NA,NA,"liom",2011,"0","1",80,60,49,0,0,NA,NA,0,"vacant",""
"4","77","0",2010,76,39,11,1,0,NA,NA,NA,"vacant",2011,"0","1",65,44,15,0,0,NA,NA,0,"vacant",""
"4","78","0",2010,33,16,12,3,0,NA,NA,NA,"liom",2011,"0","1",32,17,11,0,0,NA,NA,0,"vacant",""
"4","79","0",2010,21,21,8,3,0,NA,NA,NA,"vacant",2011,"0","1",21,10,9,0,0,NA,NA,0,"vacant",""
"4","80","0",2010,79,69,33,5,1,NA,NA,NA,NA,2011,"0","1",63,75,43,0,0,NA,NA,0,"vacant",""
"4","81","0",2010,50,27,23,4,0,NA,NA,NA,"vacant",2011,"0","1",46,31,12,0,0,NA,NA,0,"vacant",""
"4","82","0",2010,79,53,51,17,1,NA,NA,NA,"liom",2011,"0","1",82,50,46,0,0,NA,NA,2,"liom",""
"4","83","0",2010,14,9,6,4,0,NA,NA,NA,"vacant",2011,"0","1",12,8,5,0,0,NA,NA,0,"vacant",""
"4","84","0",2010,13,10,6,3,0,NA,NA,NA,"vacant",2011,"0","1",13,7,5,0,0,NA,NA,0,"vacant",""
"4","85","0",2010,10,6,4,2,0,NA,NA,NA,"vacant",2011,"0","1",11,7,2,0,0,NA,NA,0,"vacant",""
"4","86","0",2010,15,10,6,2,0,NA,NA,NA,"vacant",2011,"0","1",15,10,7,0,0,NA,NA,4,"liom",""
"4","87","0",2010,7,1,1,1,0,NA,NA,NA,"vacant",2011,"0","1",5.5,2,1,0,0,NA,NA,0,"vacant",""
"4","88","0",2010,5,1,1,0,0,NA,NA,NA,"vacant",2011,"0","1",3.5,2.5,1,0,0,NA,NA,0,"vacant",""
"4","89","0",2010,85,27,22,12,0,NA,NA,NA,"liom",2011,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"4","34X","0",2010,31,24,19,2,0,NA,NA,NA,"liom",2011,"0","1",30,17,15,0,0,NA,NA,3,"liom",""
"4","34Y","0",2010,67,47,47,22,8,NA,NA,NA,"liom",2011,"0","1",64,59,45,0,0,NA,NA,0,"vacant",""
"4","59X","0",2010,38,31,15,4,0,NA,NA,NA,"liom",2011,"0","1",40,19,17,0,0,NA,NA,0,"vacant",""
"4","59Y","0",2010,8,2,2,3,0,NA,NA,NA,"vacant",2011,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"4","59Z","0",2010,15,15,8,1,0,NA,NA,NA,"vacant",2011,"0","1",8,9,5,0,0,NA,NA,0,"vacant",""
"4","TR1","1",2010,18,21,13,5,0,NA,NA,NA,"liom",2011,"0","1",16,19,16,0,0,NA,NA,0,"vacant",""
"4","TR10","1",2010,24,23,20,0,0,NA,NA,NA,"liom",2011,"0","1",22,20,15,0,0,NA,NA,0,"vacant",""
"4","TR11","1",2010,23,25,17,0,0,NA,NA,NA,NA,2011,"0","1",22,20,8,0,0,NA,NA,0,"vacant",""
"4","TR12","1",2010,42,26,21,4,0,NA,NA,NA,"liom",2011,"0","1",40,28,13,0,0,NA,NA,0,"vacant",""
"4","TR13","1",2010,38,21,20,6,0,NA,NA,NA,"vacant",2011,"0","1",33,28,21,2,0,NA,NA,11,"liom",""
"4","TR14","1",2010,30,20,17,1,0,NA,NA,NA,"vacant",2011,"0","1",33,24,15,0,0,NA,NA,0,"vacant",""
"4","TR2","1",2010,39,24,20,10,0,NA,NA,NA,"liom",2011,"0","1",38,24,23,0,0,NA,NA,8,"liom",""
"4","TR3","1",2010,24,27,22,9,0,NA,NA,NA,"crem",2011,"0","1",24,29,23,0,0,NA,NA,0,"vacant",""
"4","TR4","1",2010,31,20,14,11,0,NA,NA,NA,"liom",2011,"0","1",27,22,15,0,0,NA,NA,1,"liom",""
"4","TR5","1",2010,21,14,12,4,0,NA,NA,NA,"liom",2011,"0","1",22,11,9,0,0,NA,NA,0,"vacant",""
"4","TR6","1",2010,19,15,13,11,0,NA,NA,NA,"liom",2011,"0","1",18,20,13,0,0,NA,NA,10,"liom",""
"4","TR7","1",2010,24,36,16,9,0,NA,NA,NA,"liom",2011,"0","1",23,29,17,0,0,NA,NA,0,"vacant",""
"4","TR8","1",2010,19,17,12,7,0,NA,NA,NA,"liom",2011,"0","1",19,17,10,0,0,NA,NA,0,"vacant",""
"4","TR9","1",2010,30,32,12,4,0,NA,NA,NA,"liom",2011,"0","1",32,15,8,0,0,NA,NA,0,"vacant",""
"5","1","0",2010,87,78,54,8,14,NA,NA,NA,"vacant",2011,"0","1",86,74,55,0,0,NA,NA,8,"crem",""
"5","2","0",2010,38,24,22,4,0,NA,NA,NA,"crem",2011,"0","1",33,22,17,0,0,NA,NA,0,"vacant",""
"5","3","0",2010,40,27,15,3,0,NA,NA,NA,"vacant",2011,"0","1",35,26,22,0,0,NA,NA,0,"vacant",""
"5","4","0",2010,60,73,43,7,3,NA,NA,NA,"liom",2011,"0","1",65,68,49,0,0,NA,NA,27,"liom",""
"5","5","0",2010,79,100,51,0,0,NA,NA,NA,"vacant",2011,"0","1",80,61,40,0,0,NA,NA,0,"vacant",""
"5","6","0",2010,76,44,37,6,0,NA,NA,NA,"crem",2011,"0","1",84,42,33,0,0,NA,NA,9,"other",""
"5","7","0",2010,78,76,65,6,0,NA,NA,NA,"vacant",2011,"0","1",76,62,54,0,0,NA,NA,0,"vacant",""
"5","8","0",2010,19,17,12,3,0,NA,NA,NA,"crem",2011,"0","1",23,16,11,0,0,NA,NA,14,"crem",""
"5","9","0",2010,90,49,24,2,0,NA,NA,NA,NA,2011,"0","1",80,33,25,0,0,NA,NA,0,"vacant",""
"5","10","0",2010,126,110,80,4,6,NA,NA,NA,"liom",2011,"0","1",137,100,38,0,0,NA,NA,0,"vacant",""
"5","11","0",2010,127,53,37,7,0,NA,NA,NA,"liom",2011,"0","1",124,39,38,2,0,NA,NA,28,"liom",""
"5","12","0",2010,21,8,4,3,0,NA,NA,NA,"vacant",2011,"0","1",17,13,3,0,0,NA,NA,0,"vacant",""
"5","13","0",2010,16,11,8,0,0,NA,NA,NA,"vacant",2011,"0","1",14,8,7,0,0,NA,NA,0,"vacant",""
"5","14","0",2010,57,38,27,7,0,NA,NA,NA,"vacant",2011,"0","1",59,30,22,0,0,NA,NA,0,"vacant",""
"5","15","0",2010,167,83,31,24,13,NA,NA,NA,"liom",2011,"0","1",144,100,43,0,0,NA,NA,0,"vacant",""
"5","16","0",2010,45,31,29,6,0,NA,NA,NA,"vacant",2011,"0","1",40,25,22,0,0,NA,NA,0,"vacant",""
"5","17","0",2010,38,32,31,4,0,NA,NA,NA,NA,2011,"0","1",34,41,24,0,0,NA,NA,0,"vacant",""
"5","18","0",2010,82,86,61,2,0,NA,NA,NA,"vacant",2011,"0","1",89,84,64,0,0,NA,NA,2,"crem",""
"5","19","0",2010,35,24,12,2,0,NA,NA,NA,"crem",2011,"0","1",32,18,13,0,0,NA,NA,3,"crem",""
"5","20","0",2010,74,82,38,2,1,NA,NA,NA,"crem",2011,"0","1",71,66,36,0,0,NA,NA,0,"vacant",""
"5","21","0",2010,81,52,33,13,0,NA,NA,NA,NA,2011,"0","1",21,79,38,0,0,NA,NA,0,"vacant",""
"5","22","0",2010,57,33,27,4,0,NA,NA,NA,"liom",2011,"0","1",28,29,28,0,0,NA,NA,0,"vacant",""
"5","23","0",2010,78,30,21,0,0,NA,NA,NA,"vacant",2011,"0","1",75,23,22,0,0,NA,NA,0,"vacant",""
"5","24","0",2010,28,27,19,3,0,NA,NA,NA,"vacant",2011,"0","1",32,21,20,0,0,NA,NA,0,"vacant",""
"5","25","0",2010,12,14,7,0,0,NA,NA,NA,"vacant",2011,"0","1",9,11,5,0,0,NA,NA,0,"vacant",""
"5","26","0",2010,22,13,8,0,0,NA,NA,NA,"vacant",2011,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"5","27","0",2010,70,61,22,14,0,NA,NA,NA,"liom",2011,"0","1",77,65,27,0,0,NA,NA,2,"other",""
"5","28","0",2010,91,53,48,48,18,NA,NA,NA,NA,2011,"0","1",87,53,45,0,0,NA,NA,0,"vacant",""
"5","29","0",2010,102,84,79,19,15,NA,NA,NA,"liom",2011,"0","1",100,61,54,0,0,NA,NA,0,"vacant",""
"5","30","0",2010,54,33,24,0,0,NA,NA,NA,"vacant",2011,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"5","31","0",2010,111,42,39,17,1,NA,NA,NA,"vacant",2011,"0","1",106,53,30,0,0,NA,NA,0,"vacant",""
"5","32","0",2010,96,51,33,4,5,NA,NA,NA,"vacant",2011,"0","1",97,42,37,0,0,NA,NA,6,"crem",""
"5","33","0",2010,40,18,12,1,0,NA,NA,NA,"vacant",2011,"0","1",19,23,8,0,0,NA,NA,0,"vacant",""
"5","34","0",2010,111,85,60,10,2,NA,NA,NA,NA,2011,"0","1",99,64,56,0,0,NA,NA,0,"vacant",""
"5","35","0",2010,82,59,32,2,3,NA,NA,NA,"vacant",2011,"0","1",80,45,35,0,0,NA,NA,0,"vacant",""
"5","36","0",2010,21,14,13,4,0,NA,NA,NA,"vacant",2011,"0","1",21,17,11,0,0,NA,NA,5,"liom",""
